fid,MS_ID,PF_Index_Risk_equal,source_row_position,structural_null_count,had_structural_null,N_PFlossR_2kiw,N_PFlossR_2ktw,N_PFlossR_2kmw,PFResident_lossR,PFDaynight_lossR,PFAB5k_NOR,PFABC_NOR,kmeans_cluster,distance_to_assigned_centroid
25004,25004,0.343695549503565,39,1,True,0.0,-0.324172094611177,-0.48125,,0.0,0.855407607692323,0.0724964180632627,1,0.6660887708336536
25005,25005,0.329640939676536,40,1,True,0.0,-0.275568208735272,-0.451923076923077,,0.0,0.850156776189953,0.0710980120670784,1,0.7863095789761161
25006,25006,0.306956997518277,41,1,True,0.0,-0.24060841043835,-0.357859531772575,,0.0,0.844738545004595,0.069764377849201,1,0.9210744426122778
25007,25007,0.309498270595886,42,1,True,0.0,-0.250126056157008,-0.371621621621622,,0.0,0.839173940061859,0.068887748383904,1,0.8903783184482681
25008,25008,0.309491305665111,43,1,True,0.0,-0.250126056157008,-0.378006872852234,,0.0,0.834796189263812,0.0675696725670846,1,0.8871352095348136
25009,25009,0.298566591320248,44,1,True,0.0,-0.24060841043835,-0.331058020477816,,0.0,0.828957688566404,0.0667802608385079,1,0.9499794616640977
25010,25010,0.290950544682178,45,1,True,0.0,-0.24060841043835,-0.293103448275862,,0.0,0.824195766423026,0.0649708759585319,1,0.9906713494828879
25011,25011,0.284677096471281,46,1,True,0.0,-0.235324832440214,-0.274914089347079,,0.0,0.81582241920602,0.0644686688764695,1,1.027695125159919
25012,25012,0.269938454330223,47,1,True,0.0,-0.16479855886673,-0.26530612244898,,0.0,0.81111277075446,0.063451422808409,1,1.1930312424550342
25013,25013,0.264054172482199,48,1,True,0.0,-0.16479855886673,-0.240549828178694,,0.0,0.805269770573944,0.0628061835199395,1,1.2236952653002946
25014,25014,0.254763527525132,49,1,True,0.0,-0.136258901199076,-0.222222222222222,,0.0,0.800505569599229,0.0624602630474573,1,1.3090910737000923
25187,25187,0.402218302399864,50,0,False,-1.0,-0.264693443341866,-0.540880503144654,0.0,0.0,0.42290529084422,0.249338301025749,2,1.6101965342216356
25188,25188,0.40507847538162,51,0,False,-1.0,-0.279847950716216,-0.543035993740219,0.0,0.0,0.422031010837287,0.251012986976183,2,1.6285701636244558
25189,25189,0.400960421060968,52,0,False,-1.0,-0.279847950716216,-0.542319749216301,0.0,0.0,0.398249472668757,0.274276491951027,2,1.8448784346017981
25190,25190,0.399542318801475,53,0,False,-1.0,-0.279847950716216,-0.532154340836013,0.0,0.0,0.39872305410201,0.274996552842877,2,1.844354209515397
25191,25191,0.397677379281799,54,0,False,-1.0,-0.279847950716216,-0.518581081081081,0.0,0.0,0.39960259230308,0.275579397821771,2,1.8406840114295195
25198,25198,0.273846337273973,55,0,False,-1.0,-0.0964802819540717,-0.0597014925373134,0.0,-0.33872502378687,0.494586733307883,0.076509464862614,2,1.5322715065004893
25199,25199,0.269646393046499,56,0,False,-1.0,-0.0831754356040347,-0.0471204188481675,0.0,-0.34529582929195,0.493536552431191,0.0770672207752512,2,1.577688497560589
25200,25200,0.271075468872436,57,0,False,-1.0,-0.0831754356040347,-0.0453333333333333,0.0,-0.34529582929195,0.499963691552842,0.0756860758106246,2,1.5800726817873394
25201,25201,0.272130560954833,58,0,False,-1.0,-0.0831754356040347,-0.0416666666666667,0.0,-0.34529582929195,0.50572343673117,0.0745331167484179,2,1.5845281934802842
25212,25212,0.279773632258511,59,0,False,-1.0,-0.0831754356040347,-0.0453333333333333,0.0,-0.34529582929195,0.53075679632259,0.0682748236752144,2,1.5896636355662166
25213,25213,0.283508544859799,60,0,False,-1.0,-0.0964802819540717,-0.0598503740648379,0.0,-0.33872502378687,0.526963292649265,0.0681925943580645,2,1.5417533622454662
25214,25214,0.278079143346741,61,0,False,-1.0,-0.0862771354987553,-0.0554272517321016,0.0,-0.33872502378687,0.512284829824342,0.0692045399224758,2,1.5499548967650945
25215,25215,0.272004077792421,62,0,False,-1.0,-0.0746124833483029,-0.0352112676056338,0.0,-0.33872502378687,0.507302847475742,0.0685692776494063,2,1.578746039803039
25870,25870,0.270967998868374,63,3,True,,-0.545949392024192,0.0,,,0.844798463310398,0.0003559107139064,1,1.3193178732724353
25871,25871,0.299577923423575,64,3,True,,-0.545949392024192,0.0,,,0.91797798229817,0.0005693843691967,1,1.3217363465015233
25872,25872,0.307334444740294,65,3,True,,-0.545949392024192,0.0,,,0.935319029222061,0.0006903573882741,1,1.32887927973936
25874,25874,0.31428350937582,66,3,True,,-0.545949392024192,0.0,,,0.950021243700135,0.0009302658594226,1,1.3364054647700758
25875,25875,0.316264779792942,67,3,True,,-0.545949392024192,0.0,,,0.954055284603645,0.0010565662631605,1,1.3385533696986411
25876,25876,0.317794691316815,68,3,True,,-0.545949392024192,0.0,,,0.957132469628674,0.0011858403429294,1,1.3401560054282586
25877,25877,0.319035927398673,69,3,True,,-0.545949392024192,0.0,,,0.959591377245975,0.0013179124938868,1,1.3413827089979762
25878,25878,0.320079374883787,70,3,True,,-0.545949392024192,0.0,,,0.961643200021342,0.0014524668543835,1,1.3423516968817564
25879,25879,0.320976751018688,71,3,True,,-0.545949392024192,0.0,,,0.963388656238347,0.0015899635281861,1,1.3431157588555855
25880,25880,0.321762250975052,72,3,True,,-0.545949392024192,0.0,,,0.964891526693924,0.0017305745404191,1,1.3437094922534139
25881,25881,0.322450843015839,73,3,True,,-0.545949392024192,0.0,,,0.96620236048341,0.0018738584100885,1,1.3441646074179452
25882,25882,0.322988944104281,74,3,True,,-0.545949392024192,0.0,,,0.967212140642249,0.0020209541507465,1,1.344385086699881
25883,25883,0.32347881807355,75,3,True,,-0.545949392024192,0.0,,,0.968136674743528,0.0021315197159556,1,1.344688197075753
25884,25884,0.323975965333778,76,3,True,,-0.545949392024192,0.0,,,0.969063650387233,0.0022802538766694,1,1.3448554615847244
25885,25885,0.325451388052116,77,3,True,,-0.545949392024192,0.0,,,0.971834103694278,0.0024179911592227,1,1.3465731852981604
25886,25886,0.326079619287057,78,3,True,,-0.545949392024192,0.0,,,0.973004702635841,0.0025598210177046,1,1.3470007923772447
25887,25887,0.326608466741454,79,3,True,,-0.545949392024192,0.0,,,0.973985212240584,0.0026993009452607,1,1.3472905870169962
25888,25888,0.327063822902128,80,3,True,,-0.545949392024192,0.0,,,0.974824009977939,0.0028355505704761,1,1.3474820431350647
25889,25889,0.327450231234624,81,3,True,,-0.545949392024192,0.0,,,0.97553136414052,0.002969578401942,1,1.347577004704901
25890,25890,0.327792985167844,82,3,True,,-0.545949392024192,0.0,,,0.97615850618367,0.0030987870878678,1,1.3476267259508978
25891,25891,0.328129544629861,83,3,True,,-0.545949392024192,0.0,,,0.976768619276341,0.003227697662717,1,1.3476673260232868
25892,25892,0.328451317154032,84,3,True,,-0.545949392024192,0.0,,,0.977350228420226,0.0033640877183383,1,1.3476594620776752
25893,25893,0.328749935669244,85,3,True,,-0.545949392024192,0.0,,,0.977885085594419,0.003508028624629,1,1.3475867174897536
25894,25894,0.329033660646053,86,3,True,,-0.545949392024192,0.0,,,0.978386191919338,0.0036539253568102,1,1.3474808840772883
25895,25895,0.340449975044331,87,3,True,,-0.604397645065869,0.0,,,0.981497389910735,0.0037697366882978,1,1.3564808295183874
25896,25896,0.340185545025047,88,3,True,,-0.604397645065869,0.0,,,0.980745895363716,0.0050688237599033,1,1.3510553279524204
25897,25897,0.340245770219272,89,3,True,,-0.604397645065869,0.0,,,0.980835979226422,0.005194031803524,1,1.3506827043789646
25898,25898,0.340281598876261,90,3,True,,-0.604397645065869,0.0,,,0.980876693495127,0.0053345329643417,1,1.3502116056162838
25899,25899,0.340324646755866,91,3,True,,-0.604397645065869,0.0,,,0.980935925038248,0.0054601565920837,1,1.3498118177539846
25900,25900,0.340342411989137,92,3,True,,-0.604397645065869,0.0,,,0.980943470154613,0.0056103445624172,1,1.3492782773030523
25901,25901,0.340368792218626,93,3,True,,-0.604397645065869,0.0,,,0.98096589901806,0.0057471991307601,1,1.348807153160168
25902,25902,0.340395792917347,94,3,True,,-0.604397645065869,0.0,,,0.980990880016277,0.0058810246054067,1,1.3483502095940008
25903,25903,0.340437858304644,95,3,True,,-0.604397645065869,0.0,,,0.981046503166102,0.006011492349753,1,1.3479338147613202
25904,25904,0.340472779317595,96,3,True,,-0.604397645065869,0.0,,,0.98108507011157,0.006164680350772,1,1.3474221102671677
25905,25905,0.340508028694015,97,3,True,,-0.604397645065869,0.0,,,0.981125963353347,0.0063189323883129,1,1.3469100535810936
25906,25906,0.340537137436192,98,3,True,,-0.604397645065869,0.0,,,0.981156659998998,0.00647284401745,1,1.3463913711192637
25907,25907,0.340557293424865,99,3,True,,-0.604397645065869,0.0,,,0.981172243381243,0.0066146900647553,1,1.3459030775663947
25908,25908,0.350334423939796,100,3,True,,-0.604397645065869,0.0,,,0.999283212170311,0.0064178337515842,1,1.3642165214944275
25909,25909,0.350732940844312,101,3,True,,-0.604397645065869,0.0,,,1.0,0.0065740814491516,1,1.3644199392841105
25910,25910,0.583333333333333,102,3,True,,1.0,1.0,,,1.0,0.0066902992550855,4,3.376697961824915
26337,26337,0.519134623454474,103,3,True,,-0.666937411432173,-0.985294117647059,,,0.995074724693435,0.156726407879635,1,1.5737093653698961
26338,26338,0.522571562497059,104,3,True,,-0.666937411432173,-0.985294117647059,,,0.997832084940641,0.154833577508665,1,1.566243663986096
26339,26339,0.522869032567975,105,3,True,,-0.666937411432173,-0.985294117647059,,,0.998064575551621,0.154664374139311,1,1.5655743939745115
26340,26340,0.523453754703102,106,3,True,,-0.666937411432173,-0.985294117647059,,,0.998522464768398,0.154255289523681,1,1.5638690639445234
26341,26341,0.524451099861073,107,3,True,,-0.666937411432173,-0.985714285714286,,,0.999238775740656,0.153647977736971,1,1.562125968621277
26342,26342,0.525475484064987,108,3,True,,-0.666937411432173,-0.985915492957746,,,1.0,0.153088399272612,1,1.5603056011130185
26343,26343,0.583333333333333,109,3,True,,1.0,1.0,,,1.0,0.152351375202615,4,3.292468121123979
26344,26344,0.583333333333333,110,3,True,,1.0,1.0,,,1.0,0.151047235634854,4,3.2907438494092114
26345,26345,0.583333333333333,111,3,True,,1.0,1.0,,,1.0,0.151006235530338,4,3.290690355490119
26432,26432,0.430918786377289,112,0,False,0.0,-0.406064562236747,-0.529880478087649,0.0,-0.376389918458117,0.988323586775064,0.226918237506925,1,2.2517735891914574
26433,26433,0.416607222736679,113,0,False,0.0,-0.399638646476849,-0.51394422310757,0.0,-0.289378350963628,0.985861655276058,0.226168677689428,1,2.0115671408133906
26434,26434,0.414663465497278,114,0,False,0.0,-0.399638646476849,-0.51004016064257,0.0,-0.289378350963628,0.981779715310502,0.226975194420436,1,2.0145695833173174
26435,26435,0.413150466993693,115,0,False,0.0,-0.399638646476849,-0.504032258064516,0.0,-0.289378350963628,0.980296498235675,0.226804840431334,1,2.0121786366195775
26436,26436,0.410231076255682,116,0,False,0.0,-0.399638646476849,-0.493877551020408,0.0,-0.272926062593959,0.978450806136238,0.226786463891685,1,1.9710123589222381
26437,26437,0.343588039627676,117,0,False,0.0,-0.287419607056337,-0.338624338624339,0.0,-0.268666756356787,0.938096537299085,0.0705571886872261,1,1.3564740036323073
26438,26438,0.344852137812593,118,0,False,0.0,-0.287419607056337,-0.342105263157895,0.0,-0.268666756356787,0.940197104374187,0.0708740776832183,1,1.3556603196885968
26439,26439,0.361985361877103,119,0,False,0.0,-0.347000219057485,-0.380710659898477,0.0,-0.268666756356787,0.942661868758998,0.0711581777654926,1,1.2635919500333903
26440,26440,0.363755177414462,120,0,False,0.0,-0.347000219057485,-0.386934673366834,0.0,-0.268666756356787,0.944906885178962,0.0715479085953176,1,1.2623448872132172
26441,26441,0.368903699741674,121,0,False,0.0,-0.347000219057485,-0.413461538461538,0.0,-0.272926062593959,0.946906608249727,0.0719712695094988,1,1.26898614267639
26442,26442,0.373817129841901,122,0,False,0.0,-0.347000219057485,-0.424528301886792,0.0,-0.272926062593959,0.922195352253236,0.157533024404015,1,1.537414207306555
26443,26443,0.38041714385087,123,0,False,0.0,-0.377232168130985,-0.432558139534884,0.0,-0.289378350963628,0.921127518772946,0.159488477678427,1,1.5716391474739335
26444,26444,0.385440221847051,124,0,False,0.0,-0.399638646476849,-0.440366972477064,0.0,-0.289378350963628,0.921141886283274,0.159820985029484,1,1.5560278949230093
26445,26445,0.388817892468354,125,0,False,0.0,-0.399638646476849,-0.456140350877193,0.0,-0.289378350963628,0.924119817913379,0.159398197688064,1,1.5523723867883135
26446,26446,0.407034053376412,126,0,False,0.0,-0.399638646476849,-0.478991596638655,0.0,-0.289378350963628,0.970912458082575,0.150518265273524,1,1.5285922922598416
26762,26762,0.404452198931778,127,1,True,0.0,-0.404632219672921,-0.607954545454545,,0.0,0.970004237800188,0.282325944098799,1,2.1563559321733132
26763,26763,0.397882010350234,128,1,True,0.0,-0.404632219672921,-0.575581395348837,,0.0,0.967300873010789,0.280449443762702,1,2.129734309759052
26764,26764,0.383554938790747,129,2,True,0.0,-0.385021516176677,-0.517751479289941,,,0.964024337458878,0.279622588618539,1,2.1220866421730293
26765,26765,0.362648945339554,130,1,True,0.0,-0.309979558053806,-0.474474474474474,,0.0,0.961380948799445,0.278654302809396,1,2.160363084837398
26766,26766,0.34511839935728,131,1,True,0.0,-0.299092898172752,-0.387878787878788,,0.0,0.958615292399912,0.276885476400387,1,2.165280294127309
26767,26767,0.315981017703224,132,1,True,0.0,-0.191512530944098,-0.332298136645963,,0.0,0.954440440181559,0.275293491637934,1,2.2693285469276754
26768,26768,0.297363722738335,133,1,True,0.0,-0.16479855886673,-0.262135922330097,,0.0,0.949193535043803,0.274733831046708,1,2.3250064363299225
26769,26769,0.288526703206852,134,1,True,0.0,-0.157645594016943,-0.229773462783172,,0.0,0.944392204607047,0.275309413392121,1,2.3547433042817922
26770,26770,0.267089343862813,135,1,True,0.0,-0.139571163307627,-0.211726384364821,,0.0,0.951816167288136,0.21354041336003,1,1.9344448615240277
26771,26771,0.267062852168632,136,1,True,0.0,-0.139571163307627,-0.218120805369128,,0.0,0.951445817209038,0.212235685171108,1,1.9202894626843565
26772,26772,0.262394014632564,137,1,True,0.0,-0.139571163307627,-0.198653198653199,,0.0,0.950157081735611,0.211936370768587,1,1.9334537529524698
26773,26773,0.254112226756906,138,1,True,0.0,-0.110864561381373,-0.183946488294314,,0.0,0.949408446897054,0.21137098825005,1,1.9842830375738751
26916,26916,0.421384842022916,139,0,False,-0.81402733383578,-0.122579975760428,-0.215116279069767,0.0,0.0,0.973068412816526,0.213725552380822,2,2.048285769621604
26917,26917,0.412765757502239,140,0,False,-0.81402733383578,-0.115010834553937,-0.196428571428571,0.0,0.0,0.968407409267636,0.211322627863245,2,2.032517894691175
26969,26969,0.468917812196318,141,0,False,-1.0,-0.373692076772068,-0.564920273348519,0.0,0.0,0.571804526668901,0.0136114234930651,2,1.0078790409436185
26970,26970,0.470026651320135,142,0,False,-1.0,-0.373692076772068,-0.563636363636364,0.0,0.0,0.580461598841131,0.0130002502504236,2,1.0173000909049301
26971,26971,0.469657061059048,143,0,False,-1.0,-0.373692076772068,-0.561085972850679,0.0,0.0,0.582672852016041,0.0127792969067877,2,1.017384031418355
26972,26972,0.47046311922818,144,0,False,-1.0,-0.373692076772068,-0.55829596412556,0.0,0.0,0.59527916555386,0.0121938545813714,2,1.0297300432156105
26973,26973,0.469844358213346,145,0,False,-1.0,-0.373692076772068,-0.555803571428571,0.0,0.0,0.600743576761072,0.0116892343982492,2,1.0356517157179228
26974,26974,0.466358700197042,146,0,False,-1.0,-0.373692076772068,-0.549450549450549,0.0,0.0,0.590037382921619,0.0116560807023699,2,1.0170413373216503
26975,26975,0.462219959022234,147,0,False,-1.0,-0.358882204740077,-0.547045951859956,0.0,0.0,0.584056867133562,0.0114646468223414,2,0.9974813489048172
26976,26976,0.459875547813309,148,0,False,-1.0,-0.358882204740077,-0.54585152838428,0.0,0.0,0.572148221360294,0.0111390473310649,2,0.9879809006280168
26977,26977,0.462577718144513,149,0,False,-1.0,-0.358882204740077,-0.542299349240781,-0.125,0.0,0.550397932969026,0.0106930999242244,2,1.0328226308356638
26978,26978,0.45722535430162,150,0,False,-1.0,-0.378509845502055,-0.538461538461538,-0.11727078891258,0.0,0.510882302878887,0.0102692635815388,2,1.0255458372102495
26979,26979,0.437111482012912,151,0,False,-1.0,-0.378509845502055,-0.512345679012346,-0.141025641025641,0.0,0.420897075936108,0.0086875217240026,2,1.0791639361882328
26980,26980,0.417029658148149,152,0,False,-1.0,-0.378509845502055,-0.501002004008016,-0.152354570637119,0.0,0.318323250015759,0.0098151754943401,2,1.2183125589703356
26981,26981,0.411109125133928,153,0,False,-1.0,-0.378509845502055,-0.499001996007984,-0.152354570637119,0.0,0.290811150788178,0.0097911706633369,2,1.2680119511699812
26982,26982,0.405283862087468,154,0,False,-1.0,-0.378509845502055,-0.497017892644135,-0.152354570637119,0.0,0.265042282544418,0.0099491637340847,2,1.317880302942559
26983,26983,0.389758796264357,155,0,False,-1.0,-0.358882204740077,-0.496031746031746,0.0,0.0,0.24670730348676,0.0101207485435513,2,1.2631971892849885
26984,26984,0.38605458320205,156,0,False,-1.0,-0.358882204740077,-0.49604743083004,0.0,0.0,0.229736373654319,0.0102157800011747,2,1.3034035792807888
26985,26985,0.382161321308798,157,0,False,-1.0,-0.358882204740077,-0.492063492063492,0.0,0.0,0.214790382456913,0.0104257155169005,2,1.3364156628750508
26986,26986,0.334684672142703,158,0,False,-1.0,-0.358882204740077,-0.492063492063492,0.0,0.0,0.0614616450572136,0.0279126050386227,2,1.6944851985419407
26987,26987,0.332023008961092,159,0,False,-1.0,-0.358882204740077,-0.488977955911824,0.0,0.0,0.0524993306760459,0.0274605404012581,2,1.7213990138673936
26988,26988,0.329461368711983,160,0,False,-1.0,-0.358882204740077,-0.488933601609658,0.0,0.0,0.0411536537432413,0.0269980556691079,2,1.7573367512475329
26989,26989,0.327140422416595,161,0,False,-1.0,-0.358882204740077,-0.490872210953347,0.0,0.0,0.0295956125432125,0.0265485455077549,2,1.795019175611396
26990,26990,0.32477809555292,162,0,False,-1.0,-0.358882204740077,-0.491836734693878,0.0,0.0,0.0194981445044417,0.0261142341909965,2,1.8277675340836024
26991,26991,0.321744548678111,163,0,False,-1.0,-0.352316768077407,-0.495867768595041,0.0,0.0,0.0094007147622141,0.0257065152378226,2,1.8593860949040975
26992,26992,0.320094778876955,164,0,False,-1.0,-0.352316768077407,-0.501043841336117,0.0,0.0,0.0003211390449142,0.0253474350061147,2,1.8910896498641236
26993,26993,0.319680127439312,165,0,False,-1.0,-0.352316768077407,-0.5,0.0,0.0,0.0123852087369332,0.0248624203427661,2,1.854889177629445
26994,26994,0.320226109633406,166,0,False,-1.0,-0.352316768077407,-0.505399568034557,0.0,0.0,0.0257411141922703,0.0243718616691038,2,1.8184789263438763
26995,26995,0.31894814662483,167,0,False,-1.0,-0.352316768077407,-0.502145922746781,0.0,0.0,0.046642012993934,0.0235267202875908,2,1.7560312649986776
27668,27668,0.42275139939944,168,1,True,0.0,-0.443153622638976,-0.626822157434402,,0.0,0.986420432952088,0.138786809227882,1,0.9594811995442221
27669,27669,0.426734225641857,169,1,True,0.0,-0.452897689774557,-0.635057471264368,,0.0,0.988803440112596,0.138840419177103,1,0.9625525694657932
27670,27670,0.43267596372742,170,1,True,0.0,-0.470799878505383,-0.645714285714286,,0.0,0.991697434624572,0.138462207743445,1,0.9616564781161517
27671,27671,0.434315112098668,171,1,True,0.0,-0.470799878505383,-0.648725212464589,,0.0,0.99446020162964,0.138379883859593,1,0.9676715231037295
27672,27672,0.436719660678925,172,1,True,0.0,-0.470799878505383,-0.656338028169014,,0.0,0.997220684474878,0.138344890217001,1,0.9783963507640426
27673,27673,0.43880184194829,173,1,True,0.0,-0.470799878505383,-0.662011173184358,,0.0,1.0,0.138330345793842,1,0.9877051283078551
27674,27674,0.761355940044271,174,1,True,1.0,1.0,1.0,,-1.0,1.0,0.138370266873312,4,2.8713482841178286
27675,27675,0.783430404110321,175,0,False,1.0,1.0,1.0,-1.0,-1.0,1.0,0.138449850613979,4,2.8562547060174377
27676,27676,0.783430404110321,176,0,False,1.0,1.0,1.0,-1.0,-1.0,1.0,0.137085626054834,4,2.854754649929135
27677,27677,0.515076811103995,177,0,False,-1.0,-0.259932504546456,-0.201550387596899,0.0,-1.0,1.0,0.139390288505453,3,3.6138944147335206
27678,27678,0.503467085329358,178,0,False,-1.0,-0.223763722951403,-0.176165803108808,0.0,-1.0,0.996930210745467,0.136200561229472,3,3.634297748455388
27679,27679,0.462527323086683,179,0,False,-1.0,-0.181951315625005,-0.13953488372093,0.0,-0.34529582929195,0.959123588757058,0.141963627721704,2,2.173105437335769
27680,27680,0.444872489161355,180,0,False,-1.0,-0.142142964315367,-0.0949868073878628,0.0,-0.34529582929195,0.951174777155816,0.142366212618243,2,2.1885499498395777
27681,27681,0.431703063450567,181,0,False,-1.0,-0.107078733657308,-0.0835380835380835,0.0,-0.34529582929195,0.938981541959644,0.144120581526932,2,2.1836887306679023
