fid,MS_ID,PF_Index_Risk_equal,source_row_position,structural_null_count,had_structural_null,kmeans_cluster,distance_to_assigned_centroid
24341,24341,0.689255736526002,0,0,False,3,3.813173702805781
24342,24342,0.875687751701609,1,0,False,4,3.1799270784189417
24343,24343,0.877055327641091,2,0,False,4,3.1763887829170576
24344,24344,0.620164373184599,3,0,False,3,2.1704907170406154
24345,24345,0.619091387576672,4,0,False,3,2.1708185068286348
24346,24346,0.61710882850759,5,0,False,3,2.165021149251887
24347,24347,0.604110315008139,6,0,False,3,2.4673562376287137
24348,24348,0.591975527959547,7,0,False,3,2.4573840998581042
24349,24349,0.589142411647597,8,0,False,3,2.330570509802174
24350,24350,0.583378543337703,9,0,False,3,2.332954763835005
24351,24351,0.574620137435449,10,0,False,3,4.130251485866236
24352,24352,0.548785565188144,11,0,False,3,3.7084237718795547
24353,24353,0.377933038863419,12,0,False,2,0.9447914761770928
24354,24354,0.37687297814963,13,0,False,2,0.9370440756299956
24355,24355,0.378680468390722,14,0,False,2,0.9392671939349879
24356,24356,0.384593794912328,15,0,False,2,0.9259050773761854
24357,24357,0.383394834472747,16,0,False,2,0.9045206357281595
24358,24358,0.382611839838303,17,0,False,2,0.8861567033371822
24359,24359,0.382446898263781,18,0,False,2,0.8772831354208316
24360,24360,0.379942676028189,19,0,False,2,0.8620516429566168
24361,24361,0.380015186207396,20,0,False,2,0.8465959809907878
24362,24362,0.390722418334932,21,0,False,2,0.892813826926603
24363,24363,0.395105645094585,22,0,False,2,0.9149125778008412
24387,24387,0.313879902202506,23,0,False,2,1.7384363157721172
24388,24388,0.316293038122735,24,0,False,2,1.729880451138519
24389,24389,0.312240222636242,25,0,False,2,1.7112373515630284
24986,24986,0.369017302974054,26,0,False,1,3.618053101621241
24987,24987,0.369742230298405,27,0,False,1,3.6038368915943266
24988,24988,0.375180245814308,28,0,False,1,3.459328053832255
24989,24989,0.535076409686907,29,0,False,3,3.3421858573893743
24990,24990,0.533307851809034,30,0,False,3,3.3336135995507803
24996,24996,0.406600851561625,31,1,True,1,0.571097535339679
24997,24997,0.397798719988112,32,1,True,1,0.5640186434597647
24998,24998,0.394411661352711,33,1,True,1,0.5581574599774576
24999,24999,0.392628225859364,34,1,True,1,0.5396244788947544
25000,25000,0.384751548590604,35,1,True,1,0.5671251618328988
25001,25001,0.367017153392623,36,1,True,1,0.5998874509360622
25002,25002,0.364058649859851,37,1,True,1,0.5916157574309991
25003,25003,0.351657460877193,38,1,True,1,0.6482993741350926
25004,25004,0.343695549503565,39,1,True,1,0.6660887708336536
25005,25005,0.329640939676536,40,1,True,1,0.7863095789761161
25006,25006,0.306956997518277,41,1,True,1,0.9210744426122778
25007,25007,0.309498270595886,42,1,True,1,0.8903783184482681
25008,25008,0.309491305665111,43,1,True,1,0.8871352095348136
25009,25009,0.298566591320248,44,1,True,1,0.9499794616640977
25010,25010,0.290950544682178,45,1,True,1,0.9906713494828879
25011,25011,0.284677096471281,46,1,True,1,1.027695125159919
25012,25012,0.269938454330223,47,1,True,1,1.1930312424550342
25013,25013,0.264054172482199,48,1,True,1,1.2236952653002946
25014,25014,0.254763527525132,49,1,True,1,1.3090910737000923
25187,25187,0.402218302399864,50,0,False,2,1.6101965342216356
25188,25188,0.40507847538162,51,0,False,2,1.6285701636244558
25189,25189,0.400960421060968,52,0,False,2,1.8448784346017981
25190,25190,0.399542318801475,53,0,False,2,1.844354209515397
25191,25191,0.397677379281799,54,0,False,2,1.8406840114295195
25198,25198,0.273846337273973,55,0,False,2,1.5322715065004893
25199,25199,0.269646393046499,56,0,False,2,1.577688497560589
25200,25200,0.271075468872436,57,0,False,2,1.5800726817873394
25201,25201,0.272130560954833,58,0,False,2,1.5845281934802842
25212,25212,0.279773632258511,59,0,False,2,1.5896636355662166
25213,25213,0.283508544859799,60,0,False,2,1.5417533622454662
25214,25214,0.278079143346741,61,0,False,2,1.5499548967650945
25215,25215,0.272004077792421,62,0,False,2,1.578746039803039
25870,25870,0.270967998868374,63,3,True,1,1.3193178732724353
25871,25871,0.299577923423575,64,3,True,1,1.3217363465015233
25872,25872,0.307334444740294,65,3,True,1,1.32887927973936
25874,25874,0.31428350937582,66,3,True,1,1.3364054647700758
25875,25875,0.316264779792942,67,3,True,1,1.3385533696986411
25876,25876,0.317794691316815,68,3,True,1,1.3401560054282586
25877,25877,0.319035927398673,69,3,True,1,1.3413827089979762
25878,25878,0.320079374883787,70,3,True,1,1.3423516968817564
25879,25879,0.320976751018688,71,3,True,1,1.3431157588555855
25880,25880,0.321762250975052,72,3,True,1,1.3437094922534139
25881,25881,0.322450843015839,73,3,True,1,1.3441646074179452
