scenario,input_csv,n_original_samples,n_valid_samples,n_features,K,inertia,silhouette_score,calinski_harabasz_score,davies_bouldin_score,n_iter,converged,init,n_init,max_iter,random_state,runtime_seconds,runtime_scope,timestamp
PF,F:\CTH-MPDSD\Year 2-period 2\ACEX35\Codes\rf_demo\outputs_preprocessing_7vars_run1\MT_UPDATE_MS_HEV_v3_NORcleaned_pf_risk_gt_0_25\PF,4100,4100,7,4,15627.93405703574,0.28407802418197364,1142.0400996269505,1.354899436546705,15,True,k-means++,50,500,42,9.878622799995355,start through the complete first metadata pass inside staging; excludes the final metadata rewrite and atomic final-directory publication,2026-08-21T12:36:14+02:00
