fid,MS_ID,PF_Index_Risk_equal,source_row_position,structural_null_count,had_structural_null,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
24987,24987,0.369742230298405,27,0,False,0.5613573973208228,0.8716045228911901,-0.3251496297748325,2.99319633359528,0.9913591190530371,0.9577691203888005,-0.37109718853467993,0.7249274536932944,-0.11908911211402445,0.08774167011355233
24988,24988,0.375180245814308,28,0,False,0.6629231579314314,0.909218647218483,-0.35530353424532946,2.6870443470732597,0.8972364846408861,1.156105373288084,-0.4486872081614352,0.8312265407762307,-0.05796833764249969,0.07365543420118353
24989,24989,0.535076409686907,29,0,False,0.27070310780222473,0.32645680603991817,-1.0578216359756405,2.8793883802815774,-0.5868952979778345,1.0074218268729238,-0.6055750400398716,0.5164060864912262,-0.04377026242170762,-0.2662536548565289
24990,24990,0.533307851809034,30,0,False,0.28000810780658,0.3233917501342546,-1.0462567621877439,2.869474507240505,-0.5974397312148121,1.0061416431126866,-0.5896938382001969,0.5262364609511456,-0.041656114254815274,-0.27207559012375004
24996,24996,0.406600851561625,31,2,True,-0.3950894206292356,1.3129891379837637,0.4940566812318733,0.21207930538170106,0.5473005895018167,0.010767509942616257,-0.14112879795404656,-0.200063289951295,-0.14536331856828622,0.42972957034064246
24997,24997,0.397798719988112,32,2,True,-0.3627091907992383,1.255478229310086,0.5284592127074156,0.20146142242626142,0.5295013548798232,0.007426465874502947,-0.12652961997904486,-0.20266146604698196,-0.12496714605187438,0.4710119584582886
24998,24998,0.394411661352711,33,2,True,-0.3541651718402726,1.231270709163363,0.5429471745810922,0.18448469487278193,0.5218867497448892,0.006048615037376622,-0.12047660915478103,-0.20219600074438465,-0.12075489905620249,0.48782104635774737
24999,24999,0.392628225859364,34,2,True,-0.35441196997322894,1.2179569151751386,0.5521245131089766,0.16096003751795548,0.5163476030651898,0.005583443139511392,-0.11107541384913407,-0.19356082504732278,-0.12606589603792287,0.4899994685559585
25000,25000,0.384751548590604,35,2,True,-0.3225097117386636,1.1667568680020337,0.5843339439000964,0.1511617760668983,0.49888202591513037,0.0015158626241227437,-0.10505467686886057,-0.20641562136022576,-0.10076893909627659,0.5380036142378135
25001,25001,0.367017153392623,36,2,True,-0.23847893277833687,1.0788153096000401,0.660917379791605,0.1511002519793686,0.447744420771048,-0.0062206065467068925,-0.04174698506872076,-0.18586729462338855,-0.057674600198464196,0.5805739035010427
25002,25002,0.364058649859851,37,2,True,-0.23751411346639056,1.055116270964467,0.6705160866041001,0.13606173345299324,0.44572211491184965,-0.0053736202417910784,-0.027618199149136206,-0.17077506351899244,-0.06327163819514083,0.5778720576983247
25003,25003,0.351657460877193,38,2,True,-0.18024825794947055,0.9919235146429282,0.7234758540236531,0.13506320985460601,0.4114277349693925,-0.010550636944841775,0.015059626805492148,-0.15751088257145815,-0.03257869363780554,0.6081607436714745
25004,25004,0.343695549503565,39,2,True,-0.14985180686903102,0.952388541088195,0.75730631083098,0.12507528361070908,0.38963712899251324,-0.01226926034571951,0.05837520326132477,-0.12776719701364656,-0.02626065605006644,0.6045206197933704
25005,25005,0.329640939676536,40,2,True,-0.08463191452409731,0.8729084721970595,0.814298582585071,0.13185444094364618,0.3565702437262941,-0.018570251512501964,0.08637473598257432,-0.13490437942339883,0.020348642607521936,0.6626725097762672
25006,25006,0.306956997518277,41,2,True,0.02485425321754295,0.777382574717957,0.9146864300479625,0.13695882627007766,0.28472864084889876,-0.026325390792109618,0.20880970799976892,-0.06373070651621991,0.058725257816109516,0.659420022699065
25007,25007,0.309498270595886,42,2,True,-0.004533175256418901,0.7733609034136899,0.8979187475302045,0.12125817870301736,0.30467660224955756,-0.02258415988664271,0.1917016940627075,-0.06591517343596057,0.04552277992088739,0.6532574140889148
25008,25008,0.309491305665111,43,2,True,-0.017293182198101806,0.7604369161891397,0.8944304776279381,0.10675783626465185,0.31376313405869116,-0.021008668222187096,0.18252936600993808,-0.07004895684764448,0.043773333619081416,0.6572826669856988
25009,25009,0.298566591320248,44,2,True,0.024659480249791373,0.7072903404867296,0.9389672112735595,0.10279490511202467,0.28693631418809246,-0.022326760078314717,0.24538225604811406,-0.025371095649561824,0.05512777169584808,0.6413011125511063
25010,25010,0.290950544682178,45,2,True,0.04977979958133841,0.6718382543133431,0.9722750253913975,0.08607818136844021,0.26640115340595266,-0.022830524085780034,0.29836235781760995,0.015869121483269192,0.058337076479012644,0.6169147616224145
25011,25011,0.284677096471281,46,2,True,0.05766353525540593,0.6232098852136829,0.9896698291964976,0.0793627576030092,0.26753449257947226,-0.020466073337411725,0.32154457141511067,0.036809263232073425,0.06425889990180138,0.6088838838888194
25012,25012,0.269938454330223,47,2,True,0.12458035068740192,0.525418659444435,1.0442980659570393,0.09709536924735443,0.24441922163340693,-0.027457769954056167,0.3156013466525409,-0.009537516381075079,0.13659893479694138,0.707082927257775
25013,25013,0.264054172482199,48,2,True,0.13643837223481703,0.48859958281676635,1.0643913406389547,0.08881839926076812,0.23867629868177404,-0.02587306168090759,0.34964504816818254,0.020158531633127866,0.1394909783539644,0.6874212096972677
25014,25014,0.254763527525132,49,2,True,0.17142039192150765,0.4290356738097938,1.0974599456816654,0.09530886938752457,0.22614517159983602,-0.02775057217067277,0.36706352489339944,0.018696313600292277,0.1706868806916993,0.715147506809027
25187,25187,0.402218302399864,50,0,False,-0.9871968964645844,-1.3236550144870618,-0.41768961914636915,1.5951343498485537,-0.030620610256356373,0.09855257222313452,-0.26342663741282213,0.04239776573279754,-0.37942821250621683,0.11821206039639516
25188,25188,0.40507847538162,51,0,False,-1.0019628178298126,-1.3082401558437151,-0.4327719285628381,1.6030808278953195,-0.02123335257898081,0.10116715669462907,-0.2625126518410033,0.05571658608626455,-0.399077882111529,0.09733358074992372
25189,25189,0.400960421060968,52,0,False,-1.0001349059522682,-1.380630433021109,-0.4831066536715262,1.7942616634286568,0.04144067638630817,0.11709023708797998,-0.265057144139555,0.10553127840826144,-0.4560551486536588,0.09611361925788045
25190,25190,0.399542318801475,53,0,False,-0.9888276856099847,-1.3814574033241276,-0.47619585874949416,1.801640699548734,0.03348966904239106,0.11632527894337086,-0.25070881175251225,0.11655103830727745,-0.45759020982144194,0.09126723453738313
25191,25191,0.397677379281799,54,0,False,-0.9739475461760309,-1.3819382221768306,-0.4661690458631262,1.8082944521259998,0.02209164689774833,0.11510722200812887,-0.2315066593415152,0.1305892039415304,-0.4587657221455062,0.08475509254915713
25198,25198,0.273846337273973,55,0,False,-0.1698470483537868,-2.018847908377939,0.005083536398583745,-0.07719163265321435,-0.5371003613886237,1.0400224750919425,-0.16405622617254303,0.6089550531953607,0.79311331962949,-0.32530455744422915
25199,25199,0.269646393046499,56,0,False,-0.13464720062266702,-2.039503578109751,0.014211756235111546,-0.07096569466665367,-0.5520555921109683,1.0571439187596499,-0.16005263618457646,0.622557651728157,0.8079568496478983,-0.3111771787963108
25200,25200,0.271075468872436,57,0,False,-0.12497732559741649,-2.013859997366389,0.019736378760719233,-0.07877290221891806,-0.5675421046056612,1.0534431969727895,-0.15667846711128436,0.6172626383999306,0.8113042069588113,-0.3082391763368151
25201,25201,0.272130560954833,58,0,False,-0.113708211391481,-1.9902140529770957,0.026192907526943133,-0.08473331165107012,-0.5837865702040066,1.0497946428030394,-0.15066840906119447,0.6148607132357822,0.8129891235608495,-0.3055796128694746
25212,25212,0.279773632258511,59,0,False,-0.08462138408263961,-1.8811678155137759,0.04084114869053617,-0.12293150699839192,-0.6411923120437527,1.034875596553147,-0.15207236637593347,0.5826114623861313,0.8225063053902183,-0.28346171545151705
25213,25213,0.283508544859799,60,0,False,-0.12523474313922608,-1.8723997718071619,0.02819070050538864,-0.12744928700907915,-0.6199236554256558,1.0191941532230366,-0.15894425424785655,0.5722811334643524,0.7996274574568321,-0.2931460801065493
25214,25214,0.278079143346741,61,0,False,-0.12665305353989054,-1.931622696697645,0.03332453316506573,-0.12212526802268195,-0.6065816914307169,1.0229401264216522,-0.15638689076136247,0.5831641509824577,0.7937326847725626,-0.27714948130990746
25215,25215,0.272004077792421,62,0,False,-0.10213786299123949,-1.9647152445073317,0.05748556465995714,-0.12400683022410335,-0.6218713073866486,1.0212646893352215,-0.13112106438149398,0.5984411507721614,0.7992871706603007,-0.2671722694466389
25870,25870,0.270967998868374,63,4,True,-0.1676248944121711,0.5929897458377241,1.1429916300307164,-0.6162456162195471,0.2715691905975742,0.021923038934433387,0.779321025853787,0.45596565951071755,0.163113997642669,-0.2850231781710821
25871,25871,0.299577923423575,64,4,True,-0.009208216435620873,1.0094364275758207,1.1579891086792367,-0.5536767298783976,0.05507757426378951,-0.0319782447794643,0.7945922780686049,0.4015325472728562,0.08007986553782312,-0.1482200490285039
25872,25872,0.307334444740294,65,4,True,0.03399104699755226,1.121346043244146,1.161408389563131,-0.5367434409365085,-0.005130181497046226,-0.046876578402440104,0.7990168943264885,0.3897005180698951,0.04891918987230303,-0.10466678960704119
25874,25874,0.31428350937582,66,4,True,0.07288256473632071,1.221233273449687,1.164037860666612,-0.5206199354420741,-0.05937743908213554,-0.06027106065683521,0.8030615386622411,0.3801993875951015,0.018012457126044115,-0.0635714810217207
25875,25875,0.316264779792942,67,4,True,0.08403847729544155,1.249629755197462,1.1646402866091965,-0.515554855225984,-0.0748430353623078,-0.06408457005221023,0.8042257253731957,0.37773531869384763,0.00860348531326525,-0.05148585546835145
25876,25876,0.317794691316815,68,4,True,0.09268619935802833,1.2715307200612742,1.1650348881326997,-0.5113757380216112,-0.08675313558309654,-0.06702025074234728,0.805125034752599,0.3759112536403945,0.0011778502009292427,-0.04207801202107602
25877,25877,0.319035927398673,69,4,True,0.09973109612593724,1.2892745696008046,1.1652934854219743,-0.5077569067515761,-0.09639174593715391,-0.06939489726037562,0.8058555587762273,0.37450471506941363,-0.005001811110274718,-0.03436703287918042
25878,25878,0.320079374883787,70,4,True,0.10567708615909804,1.3041763509132154,1.1654612373925433,-0.5045131980315962,-0.10446224624819417,-0.07138283353688764,0.8064684297728615,0.3733659883168096,-0.010271486596454727,-0.027862160999436916
25879,25879,0.320976751018688,71,4,True,0.11081300593985789,1.3169765659388746,1.16555851199886,-0.50153818685514,-0.11137640253510517,-0.07308540939769587,0.8069949385943983,0.3724328252416635,-0.014889845946779874,-0.022233919167281405
25880,25880,0.321762250975052,72,4,True,0.11532992006370212,1.3281637859872146,1.1655984494782563,-0.498763310760972,-0.11740854123476785,-0.07457004601674963,0.807456120979117,0.37166713495736825,-0.019037466230029235,-0.01725703239682904
25881,25881,0.322450843015839,73,4,True,0.11930924748403678,1.3379608595485692,1.1655925507600926,-0.49615781038669293,-0.12266493366073186,-0.07586365094571657,0.8078586024403874,0.3710258109736745,-0.022715115557250403,-0.012891471646173158
25882,25882,0.322988944104281,74,4,True,0.12245363297490004,1.345598160076972,1.1655155484671844,-0.49381894983585656,-0.12671910141147763,-0.07686109917929158,0.8081703011225463,0.3705804795592328,-0.02567235683773372,-0.009467624026373047
25883,25883,0.32347881807355,75,4,True,0.12529345418817506,1.3525616338112556,1.1654926375567911,-0.4918919859819778,-0.1304483239541657,-0.07777863888758382,0.808456457489543,0.3701430141551342,-0.028324394798669158,-0.006347320050788169
25884,25884,0.323975965333778,76,4,True,0.12821126505049074,1.359610621961927,1.165394915510894,-0.4896206518686089,-0.13417481884475374,-0.07869534108437419,0.8087434762548129,0.3697526920338243,-0.031089172563584726,-0.003177897583400982
25885,25885,0.325451388052116,77,4,True,0.13657849502493674,1.380650128077536,1.1657084717283743,-0.4855222278964688,-0.14576568418283725,-0.08154543396345104,0.8096321485030838,0.3682334079949382,-0.03894031896519267,0.006398943343332302
25886,25886,0.326079619287057,78,4,True,0.14022155967061012,1.38957446160006,1.165675871430941,-0.48305419658418675,-0.15055790484614584,-0.08272398473685344,0.8100008828956182,0.36768963004276817,-0.04239316821137913,0.010439724511756043
25887,25887,0.326608466741454,79,4,True,0.14330790801783058,1.397077675881172,1.1656077469764898,-0.48080265295446856,-0.1545592188824421,-0.08370797849775476,0.8103092704579327,0.36725988623636513,-0.04533566278315492,0.01383941479748602
25888,25888,0.327063822902128,80,4,True,0.14598123984776848,1.4035301211107631,1.1655160606398047,-0.4787244713914108,-0.1579791022795394,-0.08454889514075,0.8105733599360304,0.3669141123110417,-0.04790329382711887,0.016769112235879024
25889,25889,0.327450231234624,81,4,True,0.14826774880415347,1.408997046284944,1.165400987275175,-0.4768015345888603,-0.16085107040142216,-0.08525504028059515,0.8107956093153568,0.36664629708138596,-0.050114821423555916,0.019253357424369778
25890,25890,0.327792985167844,82,4,True,0.15030584461447868,1.4138424187774137,1.165278472574553,-0.4750059358097451,-0.16338027833283114,-0.08587696090591732,0.8109914548229554,0.36642059422295065,-0.05208730026805895,0.021450204221850552
25891,25891,0.328129544629861,83,4,True,0.15230948982018308,1.4185972570741814,1.165152960477159,-0.4732263545594281,-0.1658638352228622,-0.08648746864563048,0.8111841649963655,0.36620774933131073,-0.05404563405265885,0.02362070052921893
25892,25892,0.328451317154032,84,4,True,0.15423781505597606,1.4231376753754104,1.1650066601320301,-0.4714107943522098,-0.16821583289160139,-0.08706565480849372,0.8113669133469676,0.3660208570237445,-0.055936205104464586,0.025690684237441013
25893,25893,0.328749935669244,85,4,True,0.15604437907011917,1.4273430586332978,1.1648355802890762,-0.4695756555654083,-0.170370664454331,-0.08759530337302934,0.8115348473484064,0.36587238254157584,-0.05772401669371987,0.027611833522727936
25894,25894,0.329033660646053,86,4,True,0.15777012404864135,1.43133257640068,1.164653520320778,-0.4677540640679802,-0.17240626429743014,-0.088095451155705,0.8116940566388704,0.3657495863066717,-0.059455626510346846,0.029448942942031132
25895,25895,0.340449975044331,87,4,True,0.11181159156494773,1.5159931874455181,1.1271015198466467,-0.4877169435890256,-0.16543807338533476,-0.08429655309386133,0.8284217333325401,0.41299543615774176,-0.12703707813469356,-0.0481800432786589
25896,25896,0.340185545025047,88,4,True,0.11159864577485444,1.5116345038053014,1.124378609846201,-0.47697228819887183,-0.16115496043968622,-0.08324243283520437,0.8281217122686345,0.41503565360874917,-0.1277593378651257,-0.05019657217496747
25897,25897,0.340245770219272,89,4,True,0.11205641773766331,1.512440215156243,1.1241505120054147,-0.4757679917735642,-0.16142880602122608,-0.08330968519756722,0.8281452684808353,0.41513331342728776,-0.12827207216196154,-0.04983284643723788
25898,25898,0.340281598876261,90,4,True,0.11239292646580043,1.5128901606762266,1.1238817971172097,-0.47447913956001375,-0.16148182997721267,-0.0833226208205829,0.8281522825460025,0.41527976114313947,-0.12868385102420163,-0.04963100392106388
25899,25899,0.340324646755866,91,4,True,0.1127551109595516,1.5134507231000616,1.1236463554495248,-0.4733046332542378,-0.16161620053544815,-0.0833556388998742,0.8281650682260474,0.41539575919584004,-0.1291022715779843,-0.04938389848869846
25900,25900,0.340342411989137,92,4,True,0.11300001134762729,1.5136391759274577,1.1233515051038232,-0.4719666526071459,-0.16150645409830436,-0.08332864577343725,0.8281596490202082,0.41557263757660146,-0.12942611956703706,-0.04930954126206412
25901,25901,0.340368792218626,93,4,True,0.11328033217671357,1.5139551965313285,1.1230861264626206,-0.4707282688638778,-0.16149055880464233,-0.08332459895299213,0.8281613920574247,0.4157263521519713,-0.12978687300089814,-0.04916559706331718
25902,25902,0.340395792917347,94,4,True,0.11356111100000568,1.5142817440228717,1.1228272640133532,-0.4695147469543489,-0.16148416567205587,-0.08332291863063199,0.8281637442746816,0.41587439957545674,-0.13014323848650908,-0.04901899013962618
25903,25903,0.340437858304644,95,4,True,0.11392258297167362,1.5148257880935405,1.1225815005482775,-0.4683003570054951,-0.16160312267302984,-0.08335211462281455,0.8281755085320628,0.41599892999204174,-0.13056716456056078,-0.04877726336816894
25904,25904,0.340472779317595,96,4,True,0.11426620447415108,1.5152579023424695,1.1222872861337212,-0.4669028083972877,-0.16162642207937553,-0.08335780293694837,0.8281803818782676,0.41616106465578917,-0.13098772491194147,-0.04858946234218402
25905,25905,0.340508028694015,97,4,True,0.1146125473926264,1.5156949819322358,1.1219914586253983,-0.46549494364403154,-0.1616493363327066,-0.08336346278692215,0.8281851196937208,0.4163220604339421,-0.13140513391668815,-0.04840473696710601
25906,25906,0.340537137436192,98,4,True,0.1149241877881532,1.5160449285976827,1.121694145145409,-0.46410179720357203,-0.1616227242523637,-0.0833569927552531,0.8281859727504174,0.4164881150761316,-0.1317855022874723,-0.048263514634532614
25907,25907,0.340557293424865,99,4,True,0.11517417691479512,1.5162720156955334,1.1214174540157527,-0.46283100768368124,-0.16154479450310083,-0.08333789580447315,0.8281826818860553,0.4166489225871976,-0.13210176597357598,-0.048176645586245063
25908,25908,0.350334423939796,100,4,True,0.16957762076715466,1.6560071444687667,1.1256340853586118,-0.4454011868421349,-0.24050301977837835,-0.10273762680435991,0.8342436270760945,0.40562666508081846,-0.18393050117353235,0.01674003036461677
25909,25909,0.350732940844312,101,4,True,0.17195399928576666,1.6616337798993468,1.1254771699715387,-0.4432638806355427,-0.24344098894068286,-0.10345966179153422,0.8344720090590223,0.4053851052678156,-0.18627214988701554,0.019322164823059047
25910,25910,0.583333333333333,102,4,True,4.684490575211169,-1.1295810613489523,4.505731242545538,0.11254069999158514,-1.455073714507457,-1.0945884750355412,-0.5719421601712814,-1.1341796132226303,-0.5756878528420593,-0.3339587108308579
26337,26337,0.519134623454474,103,4,True,-0.6583642504588577,2.0199692701240477,-0.010568327581583865,0.7735444379642508,0.7798179106962138,0.033622420459578306,-0.5554660784826008,-0.3910271834568123,-0.40741507041454517,0.3623084544899252
26338,26338,0.522571562497059,104,4,True,-0.6407111950531127,2.0683608531467224,-0.006239956990112182,0.7629386769110403,0.7464444051099102,0.02555925271381083,-0.5526779888153497,-0.39281231814205153,-0.43631394396129736,0.3958597240676071
26339,26339,0.522869032567975,105,4,True,-0.6391879868462247,2.0725487779100242,-0.005856004257506467,0.7619724396058728,0.7435422528720446,0.024858271740240752,-0.5524352630173297,-0.3929657815176068,-0.438831255194508,0.3987835847264205
26340,26340,0.523453754703102,106,4,True,-0.636267185028461,2.080809366070586,-0.0049500916223432345,0.7594066553952727,0.7377011728833002,0.023447264324906663,-0.5519483962771146,-0.393353779638898,-0.44370393647796685,0.40458426682577414
26341,26341,0.524451099861073,107,4,True,-0.6319696371257684,2.094076398053422,-0.003937568449020436,0.755673042228916,0.7287947866775716,0.021248122070109145,-0.5517701255228907,-0.3943446991833475,-0.45153554002911833,0.41403744727721276
26342,26342,0.525475484064987,108,4,True,-0.6270706820529028,2.108108327035452,-0.0028322946494016626,0.7524753031351541,0.719265052009371,0.018923752615040316,-0.5512429762666239,-0.395043721902,-0.45998439770916566,0.4239317224568807
26343,26343,0.583333333333333,109,4,True,4.823933879126129,-1.1833687369747654,4.218162302071278,1.3821617225873348,-1.194095419316115,-1.0312971558294755,-0.5907136702010846,-0.9717007468797074,-0.7135593080101208,-0.4400739198072105
26344,26344,0.583333333333333,110,4,True,4.822685408806162,-1.182887162638003,4.220736977778511,1.3707944921803268,-1.196432022412528,-1.0318638186330795,-0.590545604238251,-0.9731554602761613,-0.7123249108399788,-0.4391238441478962
26345,26345,0.583333333333333,111,4,True,4.822646158855568,-1.1828720226954483,4.220817921548412,1.370437124267976,-1.1965054815525875,-1.0318816336237042,-0.590540320507727,-0.9732011941859129,-0.7122861033271626,-0.43909397525786864
26432,26432,0.430918786377289,112,0,False,0.815358635053161,1.5438944938133565,-0.22420962588377907,1.2210904569474081,0.37952763325520866,1.144752186869079,-0.42832997429738146,0.37168066657497634,-0.05986808329961155,0.4624440956982601
26433,26433,0.416607222736679,113,0,False,0.5818509498196993,1.537223419556185,0.0365442001323692,1.3175304977532978,0.3511483585051388,0.8445806961105331,-0.41594684200832827,0.40208647155119104,-0.0471314258234532,0.4747181081023196
26434,26434,0.414663465497278,114,0,False,0.5783017959087203,1.5143823027839345,0.03725427293990859,1.3216653753052767,0.36035739885394313,0.8473473339798602,-0.41127662740072823,0.4102400042305095,-0.0450688443353789,0.46612946214680906
26435,26435,0.413150466993693,115,0,False,0.5806847767153065,1.5042738492723857,0.04214371469900572,1.319391685850505,0.35968237055730584,0.8479053539582102,-0.40307632530234105,0.41741989240513194,-0.04358487108005606,0.4605646700724864
26436,26436,0.410231076255682,116,0,False,0.558378788171302,1.4898062083659267,0.07101001784442507,1.329712260713434,0.36391547488725606,0.8006643468591833,-0.36391832813301916,0.4042219026101202,-0.05159828740289896,0.45154622333972055
26437,26437,0.343588039627676,117,0,False,0.5227615464006978,1.0456887673365074,0.5749971714320026,-0.017052925959459703,0.11870282018732298,0.7426577627051554,-0.1633010146552205,0.3131356089858879,0.33796611355975803,0.49127341182997164
26438,26438,0.344852137812593,118,0,False,0.5237134819882284,1.0572033847763982,0.5719946064521876,-0.01295354502412864,0.11671044483347016,0.7417292508048078,-0.16790238929781162,0.308192835899388,0.33663759086703576,0.495542011548262
26439,26439,0.361985361877103,119,0,False,0.43740508002989836,1.147866230447615,0.5019720322506436,-0.03558011101226365,0.15864389774902243,0.7495997387996358,-0.20572834585943175,0.3166314118001447,0.27297431580917175,0.4314337914361424
